Name	Formula	InChI	InChIKey	SMILES	ChEBI	KEGG	BioCyc	HMDB	LipidMaps	SwissLipids	Wikidata	PubChem	Metabolights	ChemSpider	BiGG	MetaNetX	Reactome	SEED
Succinic acid	C4H6O4	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	KDYFGRWQOYBRFD-UHFFFAOYSA-N	OC(=O)CCC(O)=O	CHEBI:15741	C00042		HMDB0000254;HMDB00254	LMFA01170043		Q213050	1110		1078	NA	NA	NA	NA
L-Valine	C5H11NO2	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1	KZSNJWFQEVHDMF-BYPYZUCNSA-N	CC(C)[C@H](N)C(O)=O	CHEBI:57762;CHEBI:16414	C00183		HMDB0000883;HMDB00883			Q483752	6287		6050	NA	NA	NA	NA
L-Threonine	C4H9NO3	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1	AYFVYJQAPQTCCC-GBXIJSLDSA-N	C[C@@H](O)[C@H](N)C(O)=O	CHEBI:16857;CHEBI:57926	C00188		HMDB0000167;HMDB00167			Q186521	6288		6051	NA	NA	NA	NA
3-Hydroxy-2-methyl-[R-(R,S)]-butanoic acid	C5H10O3	InChI=1S/C5H10O3/c1-3(4(2)6)5(7)8/h3-4,6H,1-2H3,(H,7,8)/t3-,4+/m0/s1	VEXDRERIMPLZLU-IUYQGCFVSA-N	C[C@@H](O)[C@H](C)C(O)=O				HMDB00351;HMDB0000642;HMDB00642;HMDB0000351	LMFA01050491		Q82329433	12313370		13628066	NA	NA	NA	NA
Erythrose	C4H8O4	InChI=1S/C4H8O4/c5-1-3(7)4(8)2-6/h1,3-4,6-8H,2H2/t3-,4+/m1/s1	YTBSYETUWUMLBZ-DMTCNVIQSA-N	[H][C@](O)(CO)[C@]([H])(O)C=O	CHEBI:21288						Q27109384	5460674		4574159	NA	NA	NA	NA
Nicotinic acid	C6H5NO2	InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)	PVNIIMVLHYAWGP-UHFFFAOYSA-N	OC(=O)C1=CN=CC=C1	CHEBI:15940	C00253		HMDB0001488;HMDB01488			Q134658	938		913	NA	NA	NA	NA
2-(Methylthio)pyrazine	C6H8N2S	InChI=1S/C6H8N2S/c1-5-6(9-2)8-4-3-7-5/h3-4H,1-2H3	PPPFFGVGWFKTHX-UHFFFAOYSA-N	CC1=NC=CN=C1SC				HMDB32384;HMDB0032384			Q27282262	76152		68636	NA	NA	NA	NA
1,2,3-Trihydroxybenzene	C6H6O3	InChI=1S/C6H6O3/c7-4-2-1-3-5(8)6(4)9/h1-3,7-9H	WQGWDDDVZFFDIG-UHFFFAOYSA-N	Oc1cccc(O)c1O	CHEBI:16164	C01108		HMDB0013674;HMDB13674			Q388692	1057		13835557	NA	NA	NA	NA
Dihydrothymine	C5H8N2O2	InChI=1S/C5H8N2O2/c1-3-2-6-5(9)7-4(3)8/h3H,2H2,1H3,(H2,6,7,8,9)	NBAKTGXDIBVZOO-UHFFFAOYSA-N	CC1CNC(=O)NC1=O	CHEBI:27468	C00906		HMDB0000079;HMDB00079			Q3027885	93556		84456	NA	NA	NA	NA
Pyroglutamic acid	C5H7NO3	InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)/t3-/m0/s1	ODHCTXKNWHHXJC-VKHMYHEASA-N	OC(=O)[C@@H]1CCC(=O)N1	CHEBI:18183	C01879		HMDB0000267;HMDB00267			Q60998677	7405		7127	NA	NA	NA	NA
Itaconic acid	C5H6O4	InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h1-2H2,(H,6,7)(H,8,9)	LVHBHZANLOWSRM-UHFFFAOYSA-N	C(C(CC(O)=O)=C)(O)=O	CHEBI:30838	C00490		HMDB0002092;HMDB02092	LMFA01170063		Q903311	811		789	NA	NA	NA	NA
L-Asparagine	C4H8N2O3	InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m0/s1	DCXYFEDJOCDNAF-REOHCLBHSA-N	N[C@@H](CC(N)=O)C(O)=O	CHEBI:58048;CHEBI:17196	C00152		HMDB0000168;HMDB00168			Q29519883	6267		6031	NA	NA	NA	NA
5-Aminolevulinic acid	C5H9NO3	InChI=1S/C5H9NO3/c6-3-4(7)1-2-5(8)9/h1-3,6H2,(H,8,9)	ZGXJTSGNIOSYLO-UHFFFAOYSA-N	NCC(=O)CCC(O)=O	CHEBI:17549;CHEBI:356416	C00430		HMDB0001149;HMDB01149	LMFA01100055		Q238474	137		134	NA	NA	NA	NA
4-methyl-2-oxopentanoic acid	C6H10O3	InChI=1S/C6H10O3/c1-4(2)3-5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)	BKAJNAXTPSGJCU-UHFFFAOYSA-N	CC(C)CC(=O)C(O)=O	CHEBI:48430	C00233		HMDB0000695;HMDB00695			Q622421	70		69	NA	NA	NA	NA
L-Aspartic acid	C4H7NO4	InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/t2-/m0/s1	CKLJMWTZIZZHCS-REOHCLBHSA-N	N[C@@H](CC(O)=O)C(O)=O	CHEBI:17053	C00049		HMDB00191;HMDB0000191			Q178450	5960		5745	NA	NA	NA	NA
Glutaric acid	C5H8O4	InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)	JFCQEDHGNNZCLN-UHFFFAOYSA-N	OC(=O)CCCC(O)=O	CHEBI:17859	C00489		HMDB0000661;HMDB00661	LMFA01170046		Q409622	743		723	NA	NA	NA	NA
L-Ornithine	C5H12N2O2	InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1	AHLPHDHHMVZTML-BYPYZUCNSA-N	NCCC[C@H](N)C(O)=O	CHEBI:15729	C00077		HMDB0000214;HMDB00214			Q410198	6262		6026	NA	NA	NA	NA
L-Leucine	C6H13NO2	InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1	ROHFNLRQFUQHCH-YFKPBYRVSA-N	CC(C)C[C@H](N)C(O)=O	CHEBI:15603;CHEBI:57427	C00123		HMDB0000687;HMDB00687			Q483745	6106		5880	NA	NA	NA	NA
Malic acid	C4H6O5	InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)	BJEPYKJPYRNKOW-UHFFFAOYSA-N	OC(CC(O)=O)C(O)=O	CHEBI:6650	C03668		HMDB0000744;HMDB00744				525		510	NA	NA	NA	NA
D-Leucic acid	C6H12O3	InChI=1S/C6H12O3/c1-4(2)3-5(7)6(8)9/h4-5,7H,3H2,1-2H3,(H,8,9)/t5-/m1/s1	LVRFTAZAXQPQHI-RXMQYKEDSA-N	CC(C)C[C@@H](O)C(O)=O	CHEBI:55534	C03264		HMDB00624;HMDB0000624	LMFA01050402		Q27124351	439960		388986	NA	NA	NA	NA
Deoxyribose	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Threonic acid	C4H8O5	InChI=1S/C4H8O5/c5-1-2(6)3(7)4(8)9/h2-3,5-7H,1H2,(H,8,9)	JPIJQSOTBSSVTP-UHFFFAOYSA-N	OCC(O)C(O)C(O)=O	CHEBI:49060	C01620			LMFA01050097		Q27121461	439535		388628	NA	NA	NA	NA
Adenine	C5H5N5	InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)	GFFGJBXGBJISGV-UHFFFAOYSA-N	Nc1ncnc2[nH]cnc12	CHEBI:16708	C00147		HMDB0000034;HMDB00034				190		185	NA	NA	NA	NA
Hypoxanthine	C5H4N4O	InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)	FDGQSTZJBFJUBT-UHFFFAOYSA-N	O=c1[nH]cnc2nc[nH]c12	CHEBI:17368	C00262		HMDB0000157;HMDB00157			Q410305	790		768	NA	NA	NA	NA
Urocanic acid	C6H6N2O2	InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)	LOIYMIARKYCTBW-UHFFFAOYSA-N	[H]C(=C([H])c1c[nH]cn1)C(O)=O	CHEBI:17771			HMDB62562;HMDB0062562				5460052			NA	NA	NA	NA
anthranilic acid	C7H7NO2	InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)	RWZYAGGXGHYGMB-UHFFFAOYSA-N	Nc1ccccc1C(O)=O	CHEBI:30754	C00108		HMDB0001123;HMDB01123			Q385140	227		222	NA	NA	NA	NA
4-Hydroxybenzoic acid	C7H6O3	InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)	FJKROLUGYXJWQN-UHFFFAOYSA-N	OC(=O)c1ccc(O)cc1	CHEBI:30763	C00156		HMDB0000500;HMDB00500			Q229970	135		132	NA	NA	NA	NA
Vinylacetylglycine	C6H9NO3	InChI=1S/C6H9NO3/c1-2-3-5(8)7-4-6(9)10/h2H,1,3-4H2,(H,7,8)(H,9,10)	UKISAGFGRDHYFO-UHFFFAOYSA-N	OC(=O)CNC(=O)CC=C	CHEBI:74435			HMDB0000894;HMDB00894			Q27144670	53477718		27976741	NA	NA	NA	NA
2-Oxoglutaramic acid	C5H7NO4	InChI=1S/C5H7NO4/c6-4(8)2-1-3(7)5(9)10/h1-2H2,(H2,6,8)(H,9,10)	COJBGNAUUSNXHX-UHFFFAOYSA-N	NC(=O)CCC(=O)C(O)=	CHEBI:30882	C00940		HMDB0001552;HMDB01552			Q27104163	48		47	NA	NA	NA	NA
2-oxoglutaric acid	C5H6O5	InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)	KPGXRSRHYNQIFN-UHFFFAOYSA-N	OC(=O)CCC(=O)C(O)=O	CHEBI:30915	C00026		HMDB00208;HMDB0000208			Q306140	51		50	NA	NA	NA	NA
L-Glutamine	C5H10N2O3	InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1	ZDXPYRJPNDTMRX-VKHMYHEASA-N	N[C@@H](CCC(N)=O)C(O)=O	CHEBI:18050;CHEBI:58359	C00064		HMDB0000641;HMDB00641			Q181619	5961		5746	NA	NA	NA	NA
Allysine	C6H11NO3	InChI=1S/C6H11NO3/c7-5(6(9)10)3-1-2-4-8/h4-5H,1-3,7H2,(H,9,10)	GFXYTQPNNXGICT-UHFFFAOYSA-N	[H]C(=O)CCCC(N)C(O)=O	CHEBI:17027	C01475		HMDB01263;HMDB0001263				207		202	NA	NA	NA	NA
Thiomorpholine 3-carboxylic acid	C5H9NO2S	InChI=1S/C5H9NO2S/c7-5(8)4-3-9-2-1-6-4/h4,6H,1-3H2,(H,7,8)	JOKIQGQOKXGHDV-UHFFFAOYSA-N	OC(=O)C1CSCCN1	CHEBI:17195	C03901		HMDB0059611;HMDB59611			Q27102256	440159		389150	NA	NA	NA	NA
L-Glutamic acid	C5H9NO4	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1	WHUUTDBJXJRKMK-VKHMYHEASA-N	N[C@@H](CCC(O)=O)C(O)=O	CHEBI:16015	C00025		HMDB0000148;HMDB00148			Q26995161	33032		30572	NA	NA	NA	NA
(S)-2-Aceto-2-hydroxybutanoic acid	C6H10O4	InChI=1S/C6H10O4/c1-3-6(10,4(2)7)5(8)9/h10H,3H2,1-2H3,(H,8,9)/t6-/m0/s1	VUQLHQFKACOHNZ-LURJTMIESA-N	CC[C@](O)(C(C)=O)C(O)=O	CHEBI:27681	C06006		HMDB0006900;HMDB06900	LMFA01050383		Q27103261	440875		389708	NA	NA	NA	NA
L-Lysine	C6H14N2O2	InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/t5-/m0/s1	KDXKERNSBIXSRK-YFKPBYRVSA-N	NCCCC[C@H](N)C(O)=O	CHEBI:18019	C00047		HMDB0003405;HMDB00182;HMDB03405;HMDB0000182				5962		5747	NA	NA	NA	NA
Citramalic acid	C5H8O5	InChI=1S/C5H8O5/c1-5(10,4(8)9)2-3(6)7/h10H,2H2,1H3,(H,6,7)(H,8,9)	XFTRTWQBIOMVPK-UHFFFAOYSA-N	CC(O)(CC(O)=O)C(O)=O	CHEBI:15584	C00815		HMDB00426;HMDB0000426				1081		1051	NA	NA	NA	NA
Fagomine	C6H13NO3	InChI=1S/C6H13NO3/c8-3-4-6(10)5(9)1-2-7-4/h4-10H,1-3H2/t4-,5-,6-/m1/s1	YZNNBIPIQWYLDM-HSUXUTPPSA-N	OC[C@H]1NCC[C@@H](O)[C@@H]1O	CHEBI:4969	C10144		HMDB33453;HMDB0033453			Q21086897	72259		65215	NA	NA	NA	NA
3-Hydroxyisoheptanoic acid	C7H14O3	InChI=1S/C7H14O3/c1-5(2)3-6(8)4-7(9)10/h5-6,8H,3-4H2,1-2H3,(H,9,10)	SCAWECGFPWPHAR-UHFFFAOYSA-N	CC(C)CC(O)CC(O)=O				HMDB0002207;HMDB02207			Q81986443	193804		168187	NA	NA	NA	NA
L-Methionine	C5H11NO2S	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1	FFEARJCKVFRZRR-BYPYZUCNSA-N	CSCC[C@H](N)C(O)=O	CHEBI:57844;CHEBI:16643	C00073		HMDB0000696;HMDB00696			Q22124685	6137		5907	NA	NA	NA	NA
1H-Indole-3-carboxaldehyde	C9H7NO	InChI=1S/C9H7NO/c11-6-7-5-10-9-4-2-1-3-8(7)9/h1-6,10H	OLNJUISKUQQNIM-UHFFFAOYSA-N	C12=C(NC=C1C([H])=O)C=CC=C2	CHEBI:343043;CHEBI:28238	C08493		HMDB0029737;HMDB29737			Q27103575	10256		9838	NA	NA	NA	NA
Mevalonic acid	C6H12O4	InChI=1S/C6H12O4/c1-6(10,2-3-7)4-5(8)9/h7,10H,2-4H2,1H3,(H,8,9)	KJTLQQUUPVSXIM-UHFFFAOYSA-N	CC(O)(CCO)CC(O)=O	CHEBI:25351	C00418		HMDB0000227;HMDB00227			Q27088641	449		436	NA	NA	NA	NA
(±)-2-Hydroxy-4-(methylthio)butanoic acid	C5H10O3S	InChI=1S/C5H10O3S/c1-9-3-2-4(6)5(7)8/h4,6H,2-3H2,1H3,(H,7,8)	ONFOSYPQQXJWGS-UHFFFAOYSA-N	CSCCC(C(=O)O)O	CHEBI:137228			HMDB37115;HMDB0037115	LMFA01050480		Q27295171	11427		10946	NA	NA	NA	NA
3-Methyladenine	C6H7N5	InChI=1S/C6H7N5/c1-11-3-10-5(7)4-6(11)9-2-8-4/h2-3H,7H2,1H3	FSASIHFSFGAIJM-UHFFFAOYSA-N	Cn1cnc(N)c2ncnc12	CHEBI:38635	C00913		HMDB0011600;HMDB11600			Q27094948	1673		1610	NA	NA	NA	NA
Guanine	C5H5N5O	InChI=1S/C5H5N5O/c6-5-9-3-2(4(11)10-5)7-1-8-3/h1H,(H4,6,7,8,9,10,11)	UYTPUPDQBNUYGX-UHFFFAOYSA-N	NC1=NC(=O)C2=C(N1)N=CN2	CHEBI:16235	C00242		HMDB0000132;HMDB00132			Q169313	764		744	NA	NA	NA	NA
Dipropyl disulfide	C6H14S2	InChI=1S/C6H14S2/c1-3-5-7-8-6-4-2/h3-6H2,1-2H3	ALVPFGSHPUPROW-UHFFFAOYSA-N	CCCSSCCC	CHEBI:45758	C08373		HMDB31472;HMDB0031472			Q1227317	12377		11871	NA	NA	NA	NA
Xanthine	C5H4N4O2	InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)	LRFVTYWOQMYALW-UHFFFAOYSA-N	O=C1NC2=C(NC=N2)C(=O)N1	CHEBI:17712	C00385		HMDB00292;HMDB0000292				1188		1151	NA	NA	NA	NA
trans-Cinnamic acid	C9H8O2	InChI=1S/C9H8O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-7H,(H,10,11)/b7-6+	WBYWAXJHAXSJNI-VOTSOKGWSA-N	OC(=O)\C=C\c1ccccc1	CHEBI:35697	C10438;C00423		HMDB0000930;HMDB00930			Q164785	444539		392447	NA	NA	NA	NA
3-Hydroxyanthranilic acid	C7H7NO3	InChI=1S/C7H7NO3/c8-6-4(7(10)11)2-1-3-5(6)9/h1-3,9H,8H2,(H,10,11)	WJXSWCUQABXPFS-UHFFFAOYSA-N	Nc1c(O)cccc1C(O)=O	CHEBI:15793	C00632		HMDB0001476;HMDB01476			Q2823213	86		84	NA	NA	NA	NA
N-Acetylhistamine	C7H11N3O	InChI=1S/C7H11N3O/c1-6(11)9-3-2-7-4-8-5-10-7/h4-5H,2-3H2,1H3,(H,8,10)(H,9,11)	XJWPISBUKWZALE-UHFFFAOYSA-N	CC(=O)NCCc1c[nH]cn1	CHEBI:28483	C05135		HMDB13253;HMDB0013253			Q27095359	69602		62805	NA	NA	NA	NA
Orotic acid	C5H4N2O4	InChI=1S/C5H4N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)	PXQPEWDEAKTCGB-UHFFFAOYSA-N	OC(=O)c1cc(=O)[nH]c(=O)[nH]1	CHEBI:16742	C00295		HMDB0000226;HMDB00226			Q425536	967		942	NA	NA	NA	NA
L-Histidine	C6H9N3O2	InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1	HNDVDQJCIGZPNO-YFKPBYRVSA-N	N[C@@H](Cc1c[nH]cn1)C(O)=O	CHEBI:57595;CHEBI:15971	C00135		HMDB0000177;HMDB00177			Q485277	6274		6038	NA	NA	NA	NA
Allantoin	C4H6N4O3	InChI=1S/C4H6N4O3/c5-3(10)6-1-2(9)8-4(11)7-1/h1H,(H3,5,6,10)(H2,7,8,9,11)	POJWUDADGALRAB-UHFFFAOYSA-N	NC(=O)NC1NC(=O)NC1=O	CHEBI:15676	C01551		HMDB0000462;HMDB00462			Q409804	204		199	NA	NA	NA	NA
2-Aminomuconic acid	C6H7NO4	InChI=1S/C6H7NO4/c7-4(6(10)11)2-1-3-5(8)9/h1-3H,7H2,(H,8,9)(H,10,11)/b3-1+,4-2-	ZRHONLCTYUYMIQ-TZFCGSKZSA-N	N\C(=C/C=C/C(O)=O)C(O)=O	CHEBI:16886						Q2823202	5459864		4573610	NA	NA	NA	NA
Oxoadipic acid	C6H8O5	InChI=1S/C6H8O5/c7-4(3-6(10)11)1-2-5(8)9/h1-3H2,(H,8,9)(H,10,11)	RTGHRDFWYQHVFW-UHFFFAOYSA-N	OC(=O)CCC(=O)CC(O)=O	CHEBI:37440	C00846		HMDB0000398;HMDB00398	LMFA01170096		Q27117141	93		91	NA	NA	NA	NA
3-Dehydrocarnitine	C7H13NO3	InChI=1S/C7H13NO3/c1-8(2,3)5-6(9)4-7(10)11/h4-5H2,1-3H3	YNOWULSFLVIUDH-UHFFFAOYSA-N	C[N+](C)(C)CC(=O)CC([O-])=O	CHEBI:57885	C02636		HMDB0012154;HMDB12154			Q4634132	6991982		5360148	NA	NA	NA	NA
4-Hydroxy-2-oxoglutaric acid	C5H6O6	InChI=1S/C5H6O6/c6-2(4(8)9)1-3(7)5(10)11/h2,6H,1H2,(H,8,9)(H,10,11)	WXSKVKPSMAHCSG-UHFFFAOYSA-N	OC(CC(=O)C(O)=O)C(O)=O	CHEBI:30923	C01127		HMDB0002070;HMDB02070			Q27104173	599		579	NA	NA	NA	NA
2-aminoadipic acid	C6H11NO4	InChI=1S/C6H11NO4/c7-4(6(10)11)2-1-3-5(8)9/h4H,1-3,7H2,(H,8,9)(H,10,11)	OYIFNHCXNCRBQI-UHFFFAOYSA-N	NC(CCCC(O)=O)C(O)=O	CHEBI:37024	C00956		HMDB0000510;HMDB00510	LMFA01170098		Q2823204	469		456	NA	NA	NA	NA
Pimelic acid	C7H12O4	InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)	WLJVNTCWHIRURA-UHFFFAOYSA-N	OC(=O)CCCCCC(O)=O	CHEBI:30531	C02656		HMDB00857;HMDB0000857	LMFA01170051		Q414420	385		376	NA	NA	NA	NA
2-Hydroxyadipic acid	C6H10O5	InChI=1S/C6H10O5/c7-4(6(10)11)2-1-3-5(8)9/h4,7H,1-3H2,(H,8,9)(H,10,11)	OTTXIFWBPRRYOG-UHFFFAOYSA-N	OC(CCCC(O)=O)C(O)=O	CHEBI:17023	C02360		HMDB0000321;HMDB00321				193530		167943	NA	NA	NA	NA
Pterin	C6H5N5O	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
