Name	Formula	InChI	InChIKey	SMILES	ChEBI	KEGG	BioCyc	HMDB	LipidMaps	SwissLipids	Wikidata	PubChem	Metabolights	ChemSpider	BiGG	MetaNetX	Reactome	SEED
2-oxoglutaric acid	C5H6O5	InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)	KPGXRSRHYNQIFN-UHFFFAOYSA-N	OC(=O)CCC(=O)C(O)=O	CHEBI:30915	C00026		HMDB00208;HMDB0000208			Q306140	51		50	NA	NA	NA	NA
3' CMP	C9H14N3O8P	InChI=1S/C9H14N3O8P/c10-5-1-2-12(9(15)11-5)8-6(14)7(4(3-13)19-8)20-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1	UOOOPKANIPLQPU-XVFCMESISA-N	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](OP(O)(O)=O)[C@H]2O)c(=O)n1	CHEBI:53013	C05822					Q27104806	66535		59906	NA	NA	NA	NA
3-(4-hydroxyphenyl)lactic acid	C9H10O4	InChI=1S/C9H10O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)	JVGVDSSUAVXRDY-UHFFFAOYSA-N	OC(Cc1ccc(O)cc1)C(O)=O	CHEBI:17385	C03672		HMDB0000755;HMDB00755				9378		9010	NA	NA	NA	NA
3',5'-cyclic AMP	C10H12N5O6P	InChI=1S/C10H12N5O6P/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7-4(20-10)1-19-22(17,18)21-7/h2-4,6-7,10,16H,1H2,(H,17,18)(H2,11,12,13)/t4-,6-,7-,10-/m1/s1	IVOMOUWHDPKRLL-KQYNXXCUSA-N	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H]2COP(O)(=O)O[C@H]2[C@H]1O	CHEBI:17489	C00575		HMDB0000058;HMDB00058			Q210041	6076		5851	NA	NA	NA	NA
3-Aminoisobutanoic acid	C4H9NO2	InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)	QCHPKSFMDHPSNR-UHFFFAOYSA-N	CC(CN)C(O)=O	CHEBI:27389	C05145		HMDB0003911;HMDB03911	LMFA01100054		Q2823212	64956		58481	NA	NA	NA	NA
3-methyl-2-oxobutanoic acid	C5H8O3	InChI=1S/C5H8O3/c1-3(2)4(6)5(7)8/h3H,1-2H3,(H,7,8)	QHKABHOOEWYVLI-UHFFFAOYSA-N	CC(C)C(=O)C(O)=O	CHEBI:16530	C00141		HMDB00019;HMDB0000019	LMFA01020274		Q2823217	49		48	NA	NA	NA	NA
3-Methyl-2-Oxovaleric Acid	C6H10O3	InChI=1S/C6H10O3/c1-3-4(2)5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)	JVQYSWDUAOAHFM-UHFFFAOYSA-N	CCC(C)C(=O)C(O)=O	CHEBI:35932	C03465		HMDB00491;HMDB0000491			Q23905808	47		46	NA	NA	NA	NA
3-Phosphoglyceric acid	C3H7O7P	InChI=1S/C3H7O7P/c4-2(3(5)6)1-10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)	OSJPPGNTCRNQQC-UHFFFAOYSA-N	OC(COP(O)(O)=O)C(O)=O	CHEBI:17050	C00597		HMDB00807;HMDB0000807			Q32904835	724		704	NA	NA	NA	NA
4-Hydroxybutyric acid	C4H8O3	InChI=1S/C4H8O3/c5-3-1-2-4(6)7/h5H,1-3H2,(H,6,7)	SJZRECIVHVDYJC-UHFFFAOYSA-N	OCCCC(O)=O	CHEBI:30830	C00989;C01991		HMDB0000710;HMDB00710	LMFA01050006		Q207920	10413		9984	NA	NA	NA	NA
4-methyl-2-oxopentanoic acid	C6H10O3	InChI=1S/C6H10O3/c1-4(2)3-5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)	BKAJNAXTPSGJCU-UHFFFAOYSA-N	CC(C)CC(=O)C(O)=O	CHEBI:48430	C00233		HMDB0000695;HMDB00695			Q622421	70		69	NA	NA	NA	NA
4-Pyridoxic acid	C8H9NO4	InChI=1S/C8H9NO4/c1-4-7(11)6(8(12)13)5(3-10)2-9-4/h2,10-11H,3H2,1H3,(H,12,13)	HXACOUQIXZGNBF-UHFFFAOYSA-N	Cc1ncc(CO)c(C(O)=O)c1O	CHEBI:17405	C00847		HMDB0000017;HMDB00017			Q27102382	6723		6467	NA	NA	NA	NA
5-HEPE	C20H30O3	InChI=1S/C20H30O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19(21)17-15-18-20(22)23/h3-4,6-7,9-10,12-14,16,19,21H,2,5,8,11,15,17-18H2,1H3,(H,22,23)/b4-3-,7-6-,10-9-,13-12-,16-14+	FTAGQROYQYQRHF-FCWZHQICSA-N	CC\C=C/C\C=C/C\C=C/C\C=C/C=C/C(O)CCCC(O)=O	CHEBI:72801			HMDB05081;HMDB0005081	LMFA03070027		Q27140155	6439678		4944072	NA	NA	NA	NA
5'-S-methyl-5'-thioadenosine	C11H15N5O3S	InChI=1S/C11H15N5O3S/c1-20-2-5-7(17)8(18)11(19-5)16-4-15-6-9(12)13-3-14-10(6)16/h3-5,7-8,11,17-18H,2H2,1H3,(H2,12,13,14)/t5-,7-,8-,11-/m1/s1	WUUGFSXJNOTRMR-IOSLPCCCSA-N	CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12	CHEBI:17509	C00170		HMDB01173;HMDB0001173			Q3599216	439176		388321	NA	NA	NA	NA
Gluconic acid-6-Phosphate	C6H13O10P	InChI=1S/C6H13O10P/c7-2(1-16-17(13,14)15)3(8)4(9)5(10)6(11)12/h2-5,7-10H,1H2,(H,11,12)(H2,13,14,15)/t2-,3-,4+,5-/m1/s1	BIRSGZKFKXLSJQ-SQOUGZDYSA-N	O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O	CHEBI:48928	C00345		HMDB0001316;HMDB01316			Q245501	91493		82615	NA	NA	NA	NA
7-Dehydrocholesterol	C27H44O	InChI=1S/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h9-10,18-19,21,23-25,28H,6-8,11-17H2,1-5H3/t19-,21+,23-,24+,25+,26+,27-/m1/s1	UCTLRSWJYQTBFZ-DDPQNLDTSA-N	[H][C@@]12CC[C@H]([C@H](C)CCCC(C)C)[C@@]1(C)CC[C@@]1([H])C2=CC=C2C[C@@H](O)CC[C@]12C	CHEBI:17759	C01164		HMDB00032;HMDB0000032	LMST01010069		Q139350	439423		388534	NA	NA	NA	NA
Xanthine	C5H4N4O2	InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)	LRFVTYWOQMYALW-UHFFFAOYSA-N	O=C1NC2=C(NC=N2)C(=O)N1	CHEBI:17712	C00385		HMDB00292;HMDB0000292				1188		1151	NA	NA	NA	NA
Adenine	C5H5N5	InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)	GFFGJBXGBJISGV-UHFFFAOYSA-N	Nc1ncnc2[nH]cnc12	CHEBI:16708	C00147		HMDB0000034;HMDB00034				190		185	NA	NA	NA	NA
Adenosine	C10H13N5O4	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1	OIRDTQYFTABQOQ-KQYNXXCUSA-N	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	CHEBI:16335	C00212		HMDB00050;HMDB0000050			Q190012	60961		54923	NA	NA	NA	NA
Adenosine 3'-monophosphate	C10H14N5O7P	InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(17)7(4(1-16)21-10)22-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1	LNQVTSROQXJCDD-KQYNXXCUSA-N	NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](OP(O)(O)=O)[C@H]3O)C2=NC=N1	CHEBI:28931	C01367		HMDB0003540;HMDB03540			Q27103969	41211		37610	NA	NA	NA	NA
adenosine 5'-monophosphate	C10H14N5O7P	InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1	UDMBCSSLTHHNCD-KQYNXXCUSA-N	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O	CHEBI:16027	C00020		HMDB0000045;HMDB00045			Q318369	6083		5858	NA	NA	NA	NA
ADP	C10H15N5O10P2	InChI=1S/C10H15N5O10P2/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(24-10)1-23-27(21,22)25-26(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1	XTWYTFMLZFPYCI-KQYNXXCUSA-N	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O	CHEBI:16761	C00008		HMDB01341;HMDB0001341			Q185253	6022		5800	NA	NA	NA	NA
Agmatine	C5H14N4	InChI=1S/C5H14N4/c6-3-1-2-4-9-5(7)8/h1-4,6H2,(H4,7,8,9)	QYPPJABKJHAVHS-UHFFFAOYSA-N	NCCCCNC(N)=N	CHEBI:17431	C00179		HMDB0001432;HMDB01432			Q394317	199		194	NA	NA	NA	NA
Alanine	C3H7NO2	InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)	QNAYBMKLOCPYGJ-UHFFFAOYSA-N	CC(N)C(O)=O	CHEBI:16449	C01401		HMDB0062251;HMDB62251				602			NA	NA	NA	NA
Alanyl-Alanine	C6H12N2O3	InChI=1S/C6H12N2O3/c1-3(7)5(9)8-4(2)6(10)11/h3-4H,7H2,1-2H3,(H,8,9)(H,10,11)/t3-,4-/m0/s1	DEFJQIDDEAULHB-IMJSIDKUSA-N	C[C@H](N)C(=O)N[C@@H](C)C(O)=O	CHEBI:72816			HMDB28680			Q27140163	5484352		4588478	NA	NA	NA	NA
Alanyl-Isoleucine	C9H18N2O3	InChI=1S/C9H18N2O3/c1-4-5(2)7(9(13)14)11-8(12)6(3)10/h5-7H,4,10H2,1-3H3,(H,11,12)(H,13,14)/t5-,6-,7-/m0/s1	ZSOICJZJSRWNHX-ACZMJKKPSA-N	CC[C@H](C)[C@H](NC(=O)[C@H](C)N)C(O)=O	CHEBI:73805			HMDB28690			Q27144121	7408079		5730850	NA	NA	NA	NA
Alanyl-Leucine	C9H18N2O3	InChI=1S/C9H18N2O3/c1-5(2)4-7(9(13)14)11-8(12)6(3)10/h5-7H,4,10H2,1-3H3,(H,11,12)(H,13,14)/t6-,7-/m0/s1	RDIKFPRVLJLMER-BQBZGAKWSA-N	CC(C)C[C@H](NC(=O)[C@H](C)N)C(O)=O	CHEBI:74389;CHEBI:73770			HMDB28691			Q27144098	96801		87401	NA	NA	NA	NA
Alanyl-Methionine	C8H16N2O3S	InChI=1S/C8H16N2O3S/c1-5(9)7(11)10-6(8(12)13)3-4-14-2/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)/t5-,6-/m0/s1	FSHURBQASBLAPO-WDSKDSINSA-N	CSCC[C@H](NC(=O)[C@H](C)N)C(O)=O	CHEBI:73806			HMDB28693			Q27144122	85744		77335	NA	NA	NA	NA
Alanyl-Phenylalanine	C12H16N2O3	InChI=1S/C12H16N2O3/c1-8(13)11(15)14-10(12(16)17)7-9-5-3-2-4-6-9/h2-6,8,10H,7,13H2,1H3,(H,14,15)(H,16,17)/t8-,10-/m0/s1	OMNVYXHOSHNURL-WPRPVWTQSA-N	C[C@H](N)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	CHEBI:73807			HMDB28694			Q27144123	96814		87414	NA	NA	NA	NA
Alanyl-Tryptophan	C14H17N3O3	InChI=1S/C14H17N3O3/c1-8(15)13(18)17-12(14(19)20)6-9-7-16-11-5-3-2-4-10(9)11/h2-5,7-8,12,16H,6,15H2,1H3,(H,17,18)(H,19,20)/t8-,12-/m0/s1	WUGMRIBZSVSJNP-UFBFGSQYSA-N	C[C@H](N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O	CHEBI:73808			HMDB28698			Q27144124	85362		76986	NA	NA	NA	NA
Ala-Val	C8H16N2O3	InChI=1S/C8H16N2O3/c1-4(2)6(8(12)13)10-7(11)5(3)9/h4-6H,9H2,1-3H3,(H,10,11)(H,12,13)/t5-,6-/m0/s1	LIWMQSWFLXEGMA-WDSKDSINSA-N	CC(C)[C@H](NC(=O)[C@H](C)N)C(O)=O	CHEBI:73809			HMDB0028700;HMDB28700			Q27144125	96799		87399	NA	NA	NA	NA
Allantoin	C4H6N4O3	InChI=1S/C4H6N4O3/c5-3(10)6-1-2(9)8-4(11)7-1/h1H,(H3,5,6,10)(H2,7,8,9,11)	POJWUDADGALRAB-UHFFFAOYSA-N	NC(=O)NC1NC(=O)NC1=O	CHEBI:15676	C01551		HMDB0000462;HMDB00462			Q409804	204		199	NA	NA	NA	NA
Threonine	C4H9NO3	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)	AYFVYJQAPQTCCC-UHFFFAOYSA-N	CC(O)C(N)C(O)=O	CHEBI:38263						Q27117433	205		200	NA	NA	NA	NA
alpha-D-glucose 1-phosphate	C6H13O9P	InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6-/m1/s1	HXXFSFRBOHSIMQ-VFUOTHLCSA-N	OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O	CHEBI:29042	C00103					Q418865	65533		58977	NA	NA	NA	NA
alpha-D-glucose 6-phosphate	C6H13O9P	InChI=1S/C6H13O9P/c7-3-2(1-14-16(11,12)13)15-6(10)5(9)4(3)8/h2-10H,1H2,(H2,11,12,13)/t2-,3-,4+,5-,6+/m1/s1	NBSCHQHZLSJFNQ-DVKNGEFBSA-N	O[C@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O	CHEBI:17665	C00668					Q27102512	439284		388417	NA	NA	NA	NA
Alpha-Glutamyl-Glutamic acid	C10H16N2O7	InChI=1S/C10H16N2O7/c11-5(1-3-7(13)14)9(17)12-6(10(18)19)2-4-8(15)16/h5-6H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)	KOSRFJWDECSPRO-UHFFFAOYSA-N	C(CC(=O)O)C(C(=O)NC(CCC(=O)O)C(=O)O)N											NA	NA	NA	NA
alpha-Glutamyl-Tyrosine	C14H18N2O6	InChI=1S/C14H18N2O6/c15-10(5-6-12(18)19)13(20)16-11(14(21)22)7-8-1-3-9(17)4-2-8/h1-4,10-11,17H,5-7,15H2,(H,16,20)(H,18,19)(H,21,22)/t10-,11-/m0/s1	YSWHPLCDIMUKFE-QWRGUYRKSA-N	N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O	CHEBI:73513			HMDB0028831;HMDB28831			Q27140594	515717		449883	NA	NA	NA	NA
2-aminoadipic acid	C6H11NO4	InChI=1S/C6H11NO4/c7-4(6(10)11)2-1-3-5(8)9/h4H,1-3,7H2,(H,8,9)(H,10,11)	OYIFNHCXNCRBQI-UHFFFAOYSA-N	NC(CCCC(O)=O)C(O)=O	CHEBI:37024	C00956		HMDB0000510;HMDB00510	LMFA01170098		Q2823204	469		456	NA	NA	NA	NA
angl#1	C13H17NO7	InChI=1S/C13H17NO7/c14-7-4-2-1-3-6(7)12(19)21-13-11(18)10(17)9(16)8(5-15)20-13/h1-4,8-11,13,15-18H,5,14H2/t8-,9-,10+,11-,13?/m1/s1	GTQKOJVFDJDUGN-TWEVDUBQSA-N	NC1=C(C=CC=C1)C(=O)OC2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O											NA	NA	NA	NA
anthranilic acid	C7H7NO2	InChI=1S/C7H7NO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,8H2,(H,9,10)	RWZYAGGXGHYGMB-UHFFFAOYSA-N	Nc1ccccc1C(O)=O	CHEBI:30754	C00108		HMDB0001123;HMDB01123			Q385140	227		222	NA	NA	NA	NA
Arachidic acid	C20H40O2	InChI=1S/C20H40O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h2-19H2,1H3,(H,21,22)	VKOBVWXKNCXXDE-UHFFFAOYSA-N	CCCCCCCCCCCCCCCCCCCC(O)=O	CHEBI:28822	C06425		HMDB0002212;HMDB02212	LMFA01010020		Q409608	10467		10035	NA	NA	NA	NA
Arachidonic acid	C20H32O2	InChI=1S/C20H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-,16-15-	YZXBAPSDXZZRGB-DOFZRALJSA-N	CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O	CHEBI:15843	C00219		HMDB01043;HMDB60102;HMDB0060102;HMDB0001043	LMFA01030001		Q407699	444899		392692	NA	NA	NA	NA
Arginine	C6H14N4O2	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)	ODKSFYDXXFIFQN-UHFFFAOYSA-N	NC(CCCNC(N)=N)C(O)=O	CHEBI:29016						Q27104032	232		227	NA	NA	NA	NA
Arginyl-Isoleucine	C12H25N5O3	InChI=1S/C12H25N5O3/c1-3-7(2)9(11(19)20)17-10(18)8(13)5-4-6-16-12(14)15/h7-9H,3-6,13H2,1-2H3,(H,17,18)(H,19,20)(H4,14,15,16)/t7-,8-,9-/m0/s1	QYLJIYOGHRGUIH-CIUDSAMLSA-N	CC[C@H](C)[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O	CHEBI:73814			HMDB28712			Q27144130	7009553		5373133	NA	NA	NA	NA
Arginyl-Leucine	C12H25N5O3	InChI=1S/C12H25N5O3/c1-7(2)6-9(11(19)20)17-10(18)8(13)4-3-5-16-12(14)15/h7-9H,3-6,13H2,1-2H3,(H,17,18)(H,19,20)(H4,14,15,16)/t8-,9-/m0/s1	WYBVBIHNJWOLCJ-IUCAKERBSA-N	CC(C)C[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(O)=O	CHEBI:73815			HMDB28713			Q27144131	6992563		5360693	NA	NA	NA	NA
Arginyl-Methionine	C11H23N5O3S	InChI=1S/C11H23N5O3S/c1-20-6-4-8(10(18)19)16-9(17)7(12)3-2-5-15-11(13)14/h7-8H,2-6,12H2,1H3,(H,16,17)(H,18,19)(H4,13,14,15)/t7-,8-/m0/s1	ROWCTNFEMKOIFQ-YUMQZZPRSA-N	[H]N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCSC)C(O)=O	CHEBI:73817			HMDB28715			Q27144133	7019989		5382946	NA	NA	NA	NA
Arginyl-Phenylalanine	C15H23N5O3	InChI=1S/C15H23N5O3/c16-11(7-4-8-19-15(17)18)13(21)20-12(14(22)23)9-10-5-2-1-3-6-10/h1-3,5-6,11-12H,4,7-9,16H2,(H,20,21)(H,22,23)(H4,17,18,19)/t11-,12-/m0/s1	PQBHGSGQZSOLIR-RYUDHWBXSA-N	N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	CHEBI:73818			HMDB28716			Q27144134	150964		133060	NA	NA	NA	NA
Arginyl-Tyrosine	C15H23N5O4	InChI=1S/C15H23N5O4/c16-11(2-1-7-19-15(17)18)13(22)20-12(14(23)24)8-9-3-5-10(21)6-4-9/h3-6,11-12,21H,1-2,7-8,16H2,(H,20,22)(H,23,24)(H4,17,18,19)/t11-,12-/m0/s1	XTWSWDJMIKUJDQ-RYUDHWBXSA-N	N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O	CHEBI:73822			HMDB28721			Q27144138	7021456		5384366	NA	NA	NA	NA
